,City,Country,Date,Latitude,Longitude,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
277,hokitika,RU,1612650375,60.8953,131.9608,-28.44,82,100,1.21
278,hokitika,MV,1612650375,6.6221,73.07,80.91,75,1,8.48
279,hokitika,AU,1612650376,-23.1333,150.7333,82.4,65,74,3.44
280,hokitika,BR,1612650376,-22.9661,-42.0278,71.6,94,75,3.44
281,hokitika,TC,1612650376,21.4612,-71.1419,78.8,73,40,17.27
282,hokitika,NZ,1612650101,-38.6533,178.0042,66.0,68,99,3.0
283,hokitika,SV,1612650377,13.8138,-89.2306,82.4,61,20,9.22
284,hokitika,TZ,1612650378,-4.9,35.7833,63.9,94,100,3.18
285,hokitika,CA,1612650378,55.7435,-97.8558,-25.6,62,75,14.97
286,hokitika,CO,1612650378,10.9878,-74.9547,86.0,66,0,12.66
287,hokitika,US,1612650378,45.0205,-93.218,-0.4,50,40,12.66
288,hokitika,AU,1612650378,-20.7377,116.8463,77.29,68,18,9.01
289,hokitika,TZ,1612650379,-7.25,35.0667,67.03,94,81,4.09
290,hokitika,CA,1612650379,53.8251,-101.2541,-20.2,57,1,18.41
291,hokitika,RU,1612650380,65.8522,44.24,-13.97,89,87,6.98
292,hokitika,ID,1612650380,1.1667,108.9667,76.75,89,97,4.0
293,hokitika,ID,1612650380,-2.6833,111.6167,74.3,98,94,2.66
294,hokitika,TG,1612650380,8.9833,1.1333,86.0,28,40,0.11
295,hokitika,CL,1612650381,-41.8697,-73.8203,73.4,46,0,8.05
296,hokitika,IN,1612650381,23.25,82.55,50.13,57,0,6.44
297,hokitika,ID,1612650382,-10.1667,123.5833,77.0,100,20,5.75
298,hokitika,US,1612650382,30.2169,-90.9001,55.4,88,90,5.75
299,hokitika,BR,1612650382,-2.8856,-40.12,79.54,78,49,12.55
300,hokitika,GL,1612650383,61.994,-49.6678,21.24,80,0,9.13
301,hokitika,RU,1612650383,52.2667,79.1667,28.49,92,65,21.99
302,hokitika,US,1612650295,55.3422,-131.6461,39.2,93,75,8.05
303,hokitika,PF,1612650383,-17.7333,-149.15,84.2,58,20,12.66
304,hokitika,GB,1612650384,60.3964,-1.353,33.8,55,90,17.27
305,hokitika,AO,1612650384,-6.1349,12.3689,80.13,85,97,8.32
306,hokitika,RU,1612650384,69.4865,88.3972,-29.06,73,0,2.51
307,hokitika,RU,1612650384,62.0025,132.4325,-32.96,82,100,2.21
308,hokitika,GD,1612650385,12.0564,-61.7485,80.6,69,20,17.27
309,hokitika,GL,1612650249,60.1432,-45.2371,21.72,80,10,9.48
310,hokitika,BS,1612650165,26.5412,-77.0636,76.1,79,0,17.6
311,hokitika,AU,1612650386,-17.0,145.4333,82.4,83,90,8.05
312,hokitika,VU,1612650387,-16.0999,167.4164,82.54,68,5,2.44
313,hokitika,US,1612650387,38.8876,-76.5119,48.99,37,1,4.61
314,hokitika,UA,1612650387,49.0372,23.5135,25.0,76,100,5.99
315,hokitika,ZM,1612650387,-11.3649,29.5565,68.85,90,100,5.32
316,hokitika,NG,1612650388,8.9333,8.6,76.91,19,0,4.81
317,hokitika,BY,1612650388,52.0495,29.2456,6.53,92,83,5.86
318,hokitika,RU,1612650388,52.7,115.1667,-13.56,84,90,1.54
319,hokitika,TR,1612650389,40.7353,34.4739,46.22,57,0,4.0
320,hokitika,CL,1612650389,-45.5752,-72.0662,78.8,22,20,8.05
321,hokitika,SN,1612650389,16.3333,-15.0,71.6,49,0,2.3
322,hokitika,GH,1612650390,4.8699,-2.2405,79.97,88,0,8.01
323,hokitika,CA,1612650391,54.2331,-125.7533,19.4,79,100,8.05
324,hokitika,CA,1612650189,54.1502,-115.6855,-7.6,59,40,10.36
325,hokitika,RU,1612650392,57.8406,108.3492,5.92,93,100,5.19
326,hokitika,MX,1612650392,19.9333,-105.25,83.01,52,19,9.24
327,hokitika,NZ,1612650393,-35.1667,173.1667,69.44,62,93,5.86
328,hokitika,US,1612650098,28.7086,-81.2081,72.0,83,75,10.36
329,hokitika,JP,1612650393,34.6667,138.95,48.87,57,0,12.08
330,hokitika,LR,1612650394,4.375,-7.7169,79.56,86,22,9.26
331,hokitika,MG,1612650394,-25.1667,45.05,75.31,92,6,5.17
332,hokitika,DO,1612650312,18.2833,-70.3333,86.0,62,20,17.27
333,hokitika,US,1612650394,44.0625,-103.1463,3.2,72,90,5.75
334,hokitika,NO,1612650396,70.6345,29.7185,25.36,94,100,24.16
335,hokitika,RU,1612650396,66.8333,70.8333,-31.16,84,100,14.07
336,hokitika,PG,1612650396,-10.6167,150.6667,83.32,75,94,5.79
337,hokitika,RU,1612650238,65.5833,-171.0,-7.69,79,0,3.67
338,hokitika,RU,1612650397,54.4678,37.3428,-0.4,78,90,13.42
339,hokitika,MU,1612650354,-19.9842,57.6142,77.0,85,3,3.0
340,hokitika,RU,1612650398,52.6897,47.1405,-2.78,90,88,11.12
341,hokitika,ID,1612650398,-9.6567,120.2641,77.38,79,55,5.82
342,hokitika,US,1612650398,39.6478,-104.9878,46.99,22,75,4.61
343,hokitika,BR,1612650398,-2.9248,-39.9167,79.72,79,21,12.12
344,hokitika,BF,1612650399,11.6636,-1.0731,81.21,19,74,4.47
345,hokitika,CO,1612650399,10.9184,-74.7646,86.0,66,0,12.66
346,hokitika,NZ,1612650237,-45.75,170.5667,64.0,82,12,24.0
347,hokitika,PE,1612650227,-12.0432,-77.0282,73.0,78,75,8.05
348,hokitika,GL,1612650400,69.2167,-51.1,24.8,39,11,21.85
349,hokitika,AO,1612650400,-7.6087,15.0613,67.96,93,100,0.54
350,hokitika,US,1612650192,46.0646,-118.343,53.01,57,90,25.32
351,hokitika,ZA,1612650401,-28.783,32.0377,73.38,87,96,7.25
352,hokitika,US,1612650401,30.7621,-86.5705,48.2,93,90,4.61
353,hokitika,CA,1612650401,49.1168,-68.399,24.8,63,40,13.8
354,hokitika,US,1612650402,35.6127,-77.3663,50.0,43,1,3.44
355,hokitika,TJ,1612650402,39.4952,67.6093,50.0,66,75,4.61
356,hokitika,PH,1612650402,10.9995,122.6711,74.5,91,92,7.78
357,hokitika,TZ,1612650403,-5.0559,39.7294,78.31,83,44,6.13
358,hokitika,RU,1612650403,63.7898,74.523,1.76,94,100,16.69
359,hokitika,TJ,1612650403,38.5144,68.2333,51.8,37,90,6.71
360,hokitika,US,1612650140,34.6391,-120.4579,71.01,42,1,13.8
361,hokitika,LK,1612650404,5.9485,80.5353,74.28,88,99,8.14
362,hokitika,SD,1612650404,12.35,29.25,59.63,33,0,11.39
363,hokitika,CO,1612650404,5.7125,-77.2708,81.77,75,100,5.95
364,hokitika,CA,1612650405,49.8496,-124.5361,42.8,93,75,5.75
